0,ATKMSG_M_000,!,2,-1,54,1620,0,"-1
0
0
-1
0"
1575,ATKMSG_T_393,{tag:0}’s {tag:1} used Magnet Rise!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1576,ATKMSG_M_394,{tag:0} used Flare Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1577,ATKMSG_Y_394,The wild {tag:0} used Flare Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1578,ATKMSG_E_394,The opposing {tag:0} used Flare Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1579,ATKMSG_T_394,{tag:0}’s {tag:1} used Flare Blitz!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1580,ATKMSG_M_395,{tag:0} used Force Palm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1581,ATKMSG_Y_395,The wild {tag:0} used Force Palm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1582,ATKMSG_E_395,The opposing {tag:0} used Force Palm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1583,ATKMSG_T_395,{tag:0}’s {tag:1} used Force Palm!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1584,ATKMSG_M_396,{tag:0} used Aura Sphere!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1585,ATKMSG_Y_396,The wild {tag:0} used Aura Sphere!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1586,ATKMSG_E_396,The opposing {tag:0} used Aura Sphere!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1587,ATKMSG_T_396,{tag:0}’s {tag:1} used Aura Sphere!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1588,ATKMSG_M_397,{tag:0} used Rock Polish!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1589,ATKMSG_Y_397,The wild {tag:0} used Rock Polish!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1590,ATKMSG_E_397,The opposing {tag:0} used Rock Polish!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1591,ATKMSG_T_397,{tag:0}’s {tag:1} used Rock Polish!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1592,ATKMSG_M_398,{tag:0} used Poison Jab!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1593,ATKMSG_Y_398,The wild {tag:0} used Poison Jab!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1594,ATKMSG_E_398,The opposing {tag:0} used Poison Jab!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1595,ATKMSG_T_398,{tag:0}’s {tag:1} used Poison Jab!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1596,ATKMSG_M_399,{tag:0} used Dark Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1597,ATKMSG_Y_399,The wild {tag:0} used Dark Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1598,ATKMSG_E_399,The opposing {tag:0} used Dark Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1599,ATKMSG_T_399,{tag:0}’s {tag:1} used Dark Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1600,ATKMSG_M_400,{tag:0} used Night Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1601,ATKMSG_Y_400,The wild {tag:0} used Night Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1602,ATKMSG_E_400,The opposing {tag:0} used Night Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1603,ATKMSG_T_400,{tag:0}’s {tag:1} used Night Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1604,ATKMSG_M_401,{tag:0} used Aqua Tail!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1605,ATKMSG_Y_401,The wild {tag:0} used Aqua Tail!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1606,ATKMSG_E_401,The opposing {tag:0} used Aqua Tail!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1607,ATKMSG_T_401,{tag:0}’s {tag:1} used Aqua Tail!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1608,ATKMSG_M_402,{tag:0} used Seed Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1609,ATKMSG_Y_402,The wild {tag:0} used Seed Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1610,ATKMSG_E_402,The opposing {tag:0} used Seed Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1611,ATKMSG_T_402,{tag:0}’s {tag:1} used Seed Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1612,ATKMSG_M_403,{tag:0} used Air Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1613,ATKMSG_Y_403,The wild {tag:0} used Air Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1614,ATKMSG_E_403,The opposing {tag:0} used Air Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1615,ATKMSG_T_403,{tag:0}’s {tag:1} used Air Slash!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1616,ATKMSG_M_404,{tag:0} used X-Scissor!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1617,ATKMSG_Y_404,The wild {tag:0} used X-Scissor!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1618,ATKMSG_E_404,The opposing {tag:0} used X-Scissor!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1619,ATKMSG_T_404,{tag:0}’s {tag:1} used X-Scissor!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1620,ATKMSG_M_405,{tag:0} used Bug Buzz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1621,ATKMSG_Y_405,The wild {tag:0} used Bug Buzz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1622,ATKMSG_E_405,The opposing {tag:0} used Bug Buzz!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1623,ATKMSG_T_405,{tag:0}’s {tag:1} used Bug Buzz!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1624,ATKMSG_M_406,{tag:0} used Dragon Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1625,ATKMSG_Y_406,The wild {tag:0} used Dragon Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1626,ATKMSG_E_406,The opposing {tag:0} used Dragon Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1627,ATKMSG_T_406,{tag:0}’s {tag:1} used Dragon Pulse!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1628,ATKMSG_M_407,{tag:0} used Dragon Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1629,ATKMSG_Y_407,The wild {tag:0} used Dragon Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1630,ATKMSG_E_407,The opposing {tag:0} used Dragon Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1631,ATKMSG_T_407,{tag:0}’s {tag:1} used Dragon Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1632,ATKMSG_M_408,{tag:0} used Power Gem!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1633,ATKMSG_Y_408,The wild {tag:0} used Power Gem!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1634,ATKMSG_E_408,The opposing {tag:0} used Power Gem!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1635,ATKMSG_T_408,{tag:0}’s {tag:1} used Power Gem!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1636,ATKMSG_M_409,{tag:0} used Drain Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1637,ATKMSG_Y_409,The wild {tag:0} used Drain Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1638,ATKMSG_E_409,The opposing {tag:0} used Drain Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1639,ATKMSG_T_409,{tag:0}’s {tag:1} used Drain Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1640,ATKMSG_M_410,{tag:0} used Vacuum Wave!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1641,ATKMSG_Y_410,The wild {tag:0} used Vacuum Wave!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1642,ATKMSG_E_410,The opposing {tag:0} used Vacuum Wave!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1643,ATKMSG_T_410,{tag:0}’s {tag:1} used Vacuum Wave!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1644,ATKMSG_M_411,{tag:0} used Focus Blast!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1645,ATKMSG_Y_411,The wild {tag:0} used Focus Blast!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1646,ATKMSG_E_411,The opposing {tag:0} used Focus Blast!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1647,ATKMSG_T_411,{tag:0}’s {tag:1} used Focus Blast!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1648,ATKMSG_M_412,{tag:0} used Energy Ball!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1649,ATKMSG_Y_412,The wild {tag:0} used Energy Ball!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1650,ATKMSG_E_412,The opposing {tag:0} used Energy Ball!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1651,ATKMSG_T_412,{tag:0}’s {tag:1} used Energy Ball!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1652,ATKMSG_M_413,{tag:0} used Brave Bird!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1653,ATKMSG_Y_413,The wild {tag:0} used Brave Bird!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1654,ATKMSG_E_413,The opposing {tag:0} used Brave Bird!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1655,ATKMSG_T_413,{tag:0}’s {tag:1} used Brave Bird!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1656,ATKMSG_M_414,{tag:0} used Earth Power!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1657,ATKMSG_Y_414,The wild {tag:0} used Earth Power!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1658,ATKMSG_E_414,The opposing {tag:0} used Earth Power!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1659,ATKMSG_T_414,{tag:0}’s {tag:1} used Earth Power!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1660,ATKMSG_M_415,{tag:0} used Switcheroo!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1661,ATKMSG_Y_415,The wild {tag:0} used Switcheroo!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1662,ATKMSG_E_415,The opposing {tag:0} used Switcheroo!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1663,ATKMSG_T_415,{tag:0}’s {tag:1} used Switcheroo!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1664,ATKMSG_M_416,{tag:0} used Giga Impact!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1665,ATKMSG_Y_416,The wild {tag:0} used Giga Impact!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1666,ATKMSG_E_416,The opposing {tag:0} used Giga Impact!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1667,ATKMSG_T_416,{tag:0}’s {tag:1} used Giga Impact!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1668,ATKMSG_M_417,{tag:0} used Nasty Plot!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1669,ATKMSG_Y_417,The wild {tag:0} used Nasty Plot!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1670,ATKMSG_E_417,The opposing {tag:0} used Nasty Plot!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1671,ATKMSG_T_417,{tag:0}’s {tag:1} used Nasty Plot!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1672,ATKMSG_M_418,{tag:0} used Bullet Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1673,ATKMSG_Y_418,The wild {tag:0} used Bullet Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1674,ATKMSG_E_418,The opposing {tag:0} used Bullet Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1675,ATKMSG_T_418,{tag:0}’s {tag:1} used Bullet Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1676,ATKMSG_M_419,{tag:0} used Avalanche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1677,ATKMSG_Y_419,The wild {tag:0} used Avalanche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1678,ATKMSG_E_419,The opposing {tag:0} used Avalanche!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1679,ATKMSG_T_419,{tag:0}’s {tag:1} used Avalanche!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1680,ATKMSG_M_420,{tag:0} used Ice Shard!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1681,ATKMSG_Y_420,The wild {tag:0} used Ice Shard!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1682,ATKMSG_E_420,The opposing {tag:0} used Ice Shard!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1683,ATKMSG_T_420,{tag:0}’s {tag:1} used Ice Shard!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1684,ATKMSG_M_421,{tag:0} used Shadow Claw!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1685,ATKMSG_Y_421,The wild {tag:0} used Shadow Claw!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1686,ATKMSG_E_421,The opposing {tag:0} used Shadow Claw!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1687,ATKMSG_T_421,{tag:0}’s {tag:1} used Shadow Claw!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1688,ATKMSG_M_422,{tag:0} used Thunder Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1689,ATKMSG_Y_422,The wild {tag:0} used Thunder Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1690,ATKMSG_E_422,The opposing {tag:0} used Thunder Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1691,ATKMSG_T_422,{tag:0}’s {tag:1} used Thunder Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1692,ATKMSG_M_423,{tag:0} used Ice Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1693,ATKMSG_Y_423,The wild {tag:0} used Ice Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1694,ATKMSG_E_423,The opposing {tag:0} used Ice Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1695,ATKMSG_T_423,{tag:0}’s {tag:1} used Ice Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1696,ATKMSG_M_424,{tag:0} used Fire Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1697,ATKMSG_Y_424,The wild {tag:0} used Fire Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1698,ATKMSG_E_424,The opposing {tag:0} used Fire Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1699,ATKMSG_T_424,{tag:0}’s {tag:1} used Fire Fang!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1700,ATKMSG_M_425,{tag:0} used Shadow Sneak!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1701,ATKMSG_Y_425,The wild {tag:0} used Shadow Sneak!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1702,ATKMSG_E_425,The opposing {tag:0} used Shadow Sneak!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1703,ATKMSG_T_425,{tag:0}’s {tag:1} used Shadow Sneak!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1704,ATKMSG_M_426,{tag:0} used Mud Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1705,ATKMSG_Y_426,The wild {tag:0} used Mud Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1706,ATKMSG_E_426,The opposing {tag:0} used Mud Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1707,ATKMSG_T_426,{tag:0}’s {tag:1} used Mud Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1708,ATKMSG_M_427,{tag:0} used Psycho Cut!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1709,ATKMSG_Y_427,The wild {tag:0} used Psycho Cut!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1710,ATKMSG_E_427,The opposing {tag:0} used Psycho Cut!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1711,ATKMSG_T_427,{tag:0}’s {tag:1} used Psycho Cut!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1712,ATKMSG_M_428,{tag:0} used Zen Headbutt!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1713,ATKMSG_Y_428,The wild {tag:0} used Zen Headbutt!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1714,ATKMSG_E_428,The opposing {tag:0} used Zen Headbutt!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1715,ATKMSG_T_428,{tag:0}’s {tag:1} used Zen Headbutt!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1716,ATKMSG_M_429,{tag:0} used Mirror Shot!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1717,ATKMSG_Y_429,The wild {tag:0} used Mirror Shot!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1718,ATKMSG_E_429,The opposing {tag:0} used Mirror Shot!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1719,ATKMSG_T_429,{tag:0}’s {tag:1} used Mirror Shot!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1720,ATKMSG_M_430,{tag:0} used Flash Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1721,ATKMSG_Y_430,The wild {tag:0} used Flash Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1722,ATKMSG_E_430,The opposing {tag:0} used Flash Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1723,ATKMSG_T_430,{tag:0}’s {tag:1} used Flash Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1724,ATKMSG_M_431,{tag:0} used Rock Climb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1725,ATKMSG_Y_431,The wild {tag:0} used Rock Climb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1726,ATKMSG_E_431,The opposing {tag:0} used Rock Climb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1727,ATKMSG_T_431,{tag:0}’s {tag:1} used Rock Climb!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1728,ATKMSG_M_432,{tag:0} used Defog!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1729,ATKMSG_Y_432,The wild {tag:0} used Defog!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1730,ATKMSG_E_432,The opposing {tag:0} used Defog!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1731,ATKMSG_T_432,{tag:0}’s {tag:1} used Defog!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1732,ATKMSG_M_433,{tag:0} used Trick Room!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1733,ATKMSG_Y_433,The wild {tag:0} used Trick Room!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1734,ATKMSG_E_433,The opposing {tag:0} used Trick Room!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1735,ATKMSG_T_433,{tag:0}’s {tag:1} used Trick Room!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1736,ATKMSG_M_434,{tag:0} used Draco Meteor!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1737,ATKMSG_Y_434,The wild {tag:0} used Draco Meteor!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1738,ATKMSG_E_434,The opposing {tag:0} used Draco Meteor!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1739,ATKMSG_T_434,{tag:0}’s {tag:1} used Draco Meteor!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1740,ATKMSG_M_435,{tag:0} used Discharge!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1741,ATKMSG_Y_435,The wild {tag:0} used Discharge!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1742,ATKMSG_E_435,The opposing {tag:0} used Discharge!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1743,ATKMSG_T_435,{tag:0}’s {tag:1} used Discharge!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1744,ATKMSG_M_436,{tag:0} used Lava Plume!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1745,ATKMSG_Y_436,The wild {tag:0} used Lava Plume!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1746,ATKMSG_E_436,The opposing {tag:0} used Lava Plume!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1747,ATKMSG_T_436,{tag:0}’s {tag:1} used Lava Plume!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1748,ATKMSG_M_437,{tag:0} used Leaf Storm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1749,ATKMSG_Y_437,The wild {tag:0} used Leaf Storm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1750,ATKMSG_E_437,The opposing {tag:0} used Leaf Storm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1751,ATKMSG_T_437,{tag:0}’s {tag:1} used Leaf Storm!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
1752,ATKMSG_M_438,{tag:0} used Power Whip!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1753,ATKMSG_Y_438,The wild {tag:0} used Power Whip!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1754,ATKMSG_E_438,The opposing {tag:0} used Power Whip!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
1755,ATKMSG_T_438,{tag:0}’s {tag:1} used Power Whip!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
